Version	BugType	Age.Month	Pre.Month
swB	bug	-5	-1
swB	feature	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	feature	-5	-1
swB	feature	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-2	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	feature	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-5	-1
swB	bug	-5	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-2	-1
swB	feature	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-3	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	feature	-1	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-3	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-3	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-1	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	feature	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	feature	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-2	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-1	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-4	-1
swB	bug	-3	-1
swB	bug	-3	-1
